title,url,image url,description,verdict,pros,cons,price
Motorola Vervebuds 200 ,https://www.techadvisor.com/review/motorola-vervebuds-200-3779447/,https://www.techadvisor.com/cmsdata/reviews/3779447/motorola-vervebuds-200-budsoutofcase_thumb800.png,Sporty wireless earbuds that sound better than they look. We review the Motorola Vervebuds 200,"If you care about how your devices look, then the questionable aesthetics of the Vervebuds 200 will be a problem. Get past that though and you have a reasonably priced pair of true wireless earbuds that deliver good sound and work well with video content.","Pros,Good sound, safe to wear in the rain, accurate video syncing","Cons,Ugly design, poor call quality",$65.99
Lenovo ThinkPad X1 Carbon (7th-gen) ,https://www.techadvisor.com/review/lenovo-thinkpad-x1-carbon-7th-gen-3779711/,https://www.techadvisor.com/cmsdata/reviews/3779711/lenovo_thinkpad_x1_carbon_review__1__thumb800.jpg,"The ThinkPad is a rock-solid laptop with good performance, ergonomics and connectivity. Here's our X1 Carbon 7th-gen review.","The Lenovo ThinkPad succeeds in conventional areas: it’s powerful, versatile, has superb ergonomics and great build quality.",,,"From $1,445.95 (inc VAT)"
Samsung Galaxy Tab A 10.1 (2019) ,https://www.techadvisor.com/review/samsung-galaxy-tab-10-1-2019-3779667/,https://www.techadvisor.com/cmsdata/reviews/3779667/samsung_galaxy_tab_a_10_1_2019_review__1__thumb800.jpg,If you can't afford a Galaxy Tab S or iPad then the Tab A 10.1 is the answer. Find out why in our full review.,"The Samsung Galaxy Tab A 10.1 (2019) is one of the clearest budget alternatives to an iPad, landing well below the price of Apple’s cheapest tablet.",,,$229
Denvio Sonic Plus Toothbrush ,https://www.techadvisor.com/review/denvio-sonic-plus-toothbrush-3779704/,https://www.techadvisor.com/cmsdata/reviews/3779704/denvio_sonic_plus_review_3_thumb800.jpg,"The Sonic Plus is a fashion-focused electric toothbrush that'll leave your teeth feeling clean, but it's not perfect.","It's not as smart as some rivals and the built-in timer doesn't last as long as we'd like, but if you're looking for a no-thrills electric toothbrush that leaves your teeth feeling clean and polished, the Denvio Sonic Plus is a decent option. ",,,£109.99 (Around $142)
Amazon Kindle Kids Edition ,https://www.techadvisor.com/review/amazon-kindle-kids-edition-3776834/,https://www.techadvisor.com/cmsdata/reviews/3776834/amazon_kindle_kids_edition_review_3_thumb800.jpg,It's not screen time if they're reading on a Kindle! We take a look at the new distraction-free reading machine for kids from Amazon.,"With a case, warranty against accidental damage and around a thousand books to read, the Kindle Kids Edition is good value. The interface hasn't been changed much from the standard Kindle, but once your children know how to use it, they should be encouraged to read for hours and hours.",,,$109.99
Turboant X7 ,https://www.techadvisor.com/review/turboant-x7-3701197/,https://www.techadvisor.com/cmsdata/reviews/3701197/turboant_x7_review_8_thumb800.jpg,"With a removable battery, a 25km range and powerful motor, the Turboant X7 has the right ingredients. But is it the electric scooter you should buy? Read our review to find out.",The Turboant X7 is great fun to ride and isn't a bad electric scooter at all. The problem is that it's too expensive if you're importing it to the UK when there are better alternatives available to buy locally.,,,$499.99
Dell Latitude 7400 2-in-1 ,https://www.techadvisor.com/review/dell-latitude-7400-2-in-1-3779769/,https://www.techadvisor.com/cmsdata/reviews/3779769/dell_latitude_14_7400_2_in_1_review_thumb800.jpg,"The Dell Latitude 7400 is a great-looking and useful hybrid, and it has a great screen and stellar battery life – but it falls behind its key rival in several critical departments. Find out why in our full review.","Dell’s machine is one of the best-looking business laptops around, and it has a great hybrid design, a superb screen and excellent battery life.",,,"$1,729 (inc VAT)"
Oppo A9 2020 Review,https://www.techadvisor.com/review/oppo-a9-2020-3779726/,https://www.techadvisor.com/cmsdata/reviews/3779726/oppo_a9_2020_review_thumb800.jpg,"The Oppo A9 2020 offers a lot for a budget phone - with a humongous battery, a capable camera and a sleek design - all for a reasonable price","The Oppo A9 2020 is proof that you don’t need to pay a fortune for flagship features. With a killer battery, a classy design and a camera that’s not to be sniffed at - we’d highly recommend this sub-£250 phone.",,,£219.99 (around $285)
Dualit DCM2X 3-in-1 Coffee Machine Review,https://www.techadvisor.com/review/dualit-dcm2x-3-in-1-3779933/,https://www.techadvisor.com/cmsdata/reviews/3779933/dualit-dcm2x-review-thumb_thumb800.jpg,The Dualit DCM2X lets you pick between the convenience of Nespresso or your choice of ground coffee for the full manual espresso experience. Here’s our review.,"The DCM2X makes good coffee at a sensible price. It’s not flawless but if you specifically want a machine that can take both ground coffee as well as pods (Dualit’s own NX as well as Nespresso and ESE versions), it’s a fine choice.",,,Not available in US
Braun Beard Trimmer BT3022 ,https://www.techadvisor.com/review/braun-beard-trimmer-bt3022-3778117/,https://www.techadvisor.com/cmsdata/reviews/3778117/braun_beard_trimmer_bt3022_review_1200home2_thumb800.jpg,"We've been testing Braun's BT3022, a beard trimmer with a smart look, an affordable price tag and 20 length settings. Find out if it's any good in our full review","This is an effective, lightweight and affordable shaver that makes it easy to sculpt a beard of multiple lengths. We worry a little about the battery performance, but as long as you're able to leave it on charge overnight every few sessions you should be okay.","Pros,Good range of length settings,Lightweight,Smart design","Cons,Battery life doesn't live up to maker's claims",
Sony Bravia AG9 ,https://www.techadvisor.com/review/sony-bravia-ag9-3779929/,https://www.techadvisor.com/cmsdata/reviews/3779929/sony_ag9_review_thumb800.jpg,"The Sony Bravia AG9 is unashamedly pitched at hardcore videophiles that want incredible contrast, gorgeous colours and every artefact squished.","Stunning colours, contrast, localised brightness, huge sound and all the functionality of Android TV and Chromecast. It’s just a crying shame that to get all this wonder requires such a large investment in technology with a notoriously rapid turnover.",,,"$2,499"
Huawei Nova 5T ,https://www.techadvisor.com/review/huawei-nova-5t-review-3778149/,https://www.techadvisor.com/cmsdata/reviews/3778149/huawei_nova_5t_review_thumb800.jpg,"The 5T is the first of Huawei's Nova phones to be released in Europe. It's undoubtedly a excellent introduction to the line, with a great spec sheet backed up by superb performance. We'll explain how in our full review.",The Nova 5T nails the basics to provide a highly polished mid-range option.,,,
Kingston KC600 ,https://www.techadvisor.com/review/kingston-kc600-3778238/,https://www.techadvisor.com/cmsdata/reviews/3778238/kingston_kc600_review_thumb800.jpg,Kingston set out to each Samsung's SATA SSD lunch while most diners are heading for the NVMe buffet. We review the KC600.,"The Kingston KC600 SSD is comparable with the Samsung 860 EVO, and at a similar price.",,,From $45.35
Imou Ranger 2 ,https://www.techadvisor.com/review/imou-ranger-2-review-3778233/,https://www.techadvisor.com/cmsdata/reviews/3778233/imou_ranger_2_thumb800.jpg,"The Imou Ranger 2 is a portable indoor security camera that is simple to set up and use, and delivers quality video that tracks its subjects. It looks good, works well, and the cloud storage package is good value.","This well-built and inexpensive in-house camera is easy to use and has an excellent feature set. It works well and produces high-quality video, and the cloud solution is excellent value. The only knock on the Ranger 2 is that it isn't powered by battery, a fact reflected in the discount price.",,,49
TaoTronics SoundLiberty 53 ,https://www.techadvisor.com/review/taotronics-soundliberty-53-3778275/,https://www.techadvisor.com/cmsdata/reviews/3778275/taotronics-soundliberty-53-buds-outside-case_thumb800.png,"If you're looking for inexpensive true wireless earphones with good waterproofing and great sound, the Soundliberty 53 should be high on your list. Find out why in our full review.","TaoTronics has put together an impressive package with the Soundliberty 53 earbuds. The audio performance is strong across a wide range of music styles, video syncing is accurate, waterproofing is better than many of its rivals, as is battery life.","Pros,Great sound, above average battery life, and decent waterproofing","Cons,Erratic controls",$44.99
Amazfit Bip Lite ,https://www.techadvisor.com/review/amazfit-bip-lite-3778124/,https://www.techadvisor.com/cmsdata/reviews/3778124/amazfit_bip_lite_review_5_thumb800.jpg,"The Amazfit Bip Lite claims to offer fitness tracking, heart-rate monitoring and sleep-tracking, complete with 45-day battery life, but does it deliver?","For the price, the Amazfit Bip Lite offers a long battery life and covers the core functionality expected of a basic fitness tracker. However, some of the key features like heart-rate tracking aren't all that reliable.",,,$64.99
Google Nest Mini ,https://www.techadvisor.com/review/google-nest-mini-3776091/,,The Google Nest Mini doesn't re-invent the wheel - and leaves the original Home Mini design almost untouched - but upgraded audio makes this the new best Google Assistant speaker around,"The Nest Mini is far from an overhaul of the Home Mini. If your house is already kitted out with the originals there’s no real reason to swap them out for the newer model. But for anyone looking to add Google to more rooms, or get the Google Assistant for the first time, the Nest Mini is the new best, and cheapest, way to do it.",,,$49
Google Nest Hub Max ,https://www.techadvisor.com/review/google-nest-hub-max-3696402/,https://www.techadvisor.com/cmsdata/reviews/3696402/google_nest_hub_max_review_thumb800.jpg,"As requested, Google has made a larger smart display with a built-in camera. Find out why the Nest Hub Max is the best smart display around in our full review.",It might only be available in two colours but Google has brought the two things we asked for to the Nest Hub Max - a larger screen and a camera.,,,£229
Google Home Mini ,https://www.techadvisor.com/review/google-home-mini-3664929/,https://www.techadvisor.com/cmsdata/reviews/3664929/google_home_mini_4_thumb800.jpg,Google Home Mini has all the functionality of other Google Home devices at a much more attractive price. We explain why this smart speaker should be top of your wish list in our Google Home Mini review,"The cheapest smart speaker in Google's line-up, the Home Mini should not be underestimated. With surprisingly good - and loud - audio, full Google Assistant functionality and an incredible price, this could be the device you're looking for to take your first steps into the world of smart speakers.",,,$49
